Province_State,Country_Region,Total Cases
Mississippi,US,859
Mississippi,US,107
Mississippi,US,48
Mississippi,US,9
Mississippi,US,152
Mississippi,US,503
Mississippi,US,86
Mississippi,US,40
Mississippi,US,57
Mississippi,US,316
Mississippi,US,52
Mississippi,US,189
Mississippi,US,170
Mississippi,US,386
Mississippi,US,61
Mississippi,US,127
Mississippi,US,333
Mississippi,US,183
Mississippi,US,166
Mississippi,US,258
Mississippi,US,353
Mississippi,US,152
Mississippi,US,191
Mississippi,US,232
Mississippi,US,83
Mississippi,US,247
Mississippi,US,107
Mississippi,US,52
Mississippi,US,173
Mississippi,US,0
Mississippi,US,180
Mississippi,US,289
Mississippi,US,66
Mississippi,US,196
Mississippi,US,159
Mississippi,US,115
Mississippi,US,35
Mississippi,US,529
Mississippi,US,123
Mississippi,US,28
Mississippi,US,161
Mississippi,US,72
Mississippi,US,82
Mississippi,US,135
Mississippi,US,71
Mississippi,US,158
Mississippi,US,117
Mississippi,US,123
Mississippi,US,50
Mississippi,US,0
Mississippi,US,136
Mississippi,US,84
Mississippi,US,219
Mississippi,US,214
Mississippi,US,91
Mississippi,US,76
Mississippi,US,47
Mississippi,US,105
Mississippi,US,63
Mississippi,US,118
Missouri,US,71
Missouri,US,66
Missouri,US,24
Missouri,US,125
Missouri,US,151
Missouri,US,56
Missouri,US,102
Missouri,US,113
Missouri,US,48
Missouri,US,299
Missouri,US,349
Missouri,US,182
Missouri,US,42
Missouri,US,148
Missouri,US,197
Missouri,US,275
Missouri,US,48
Missouri,US,24
Missouri,US,348
Missouri,US,61
Missouri,US,43
Missouri,US,292
Missouri,US,49
Missouri,US,412
Missouri,US,130
Missouri,US,306
Missouri,US,81
Missouri,US,117
Missouri,US,49
Missouri,US,83
Missouri,US,32
Missouri,US,51
Missouri,US,93
Missouri,US,87
Missouri,US,138
Missouri,US,415
Missouri,US,115
Missouri,US,37
Missouri,US,1156
Missouri,US,75
Missouri,US,36
Missouri,US,96
Missouri,US,59
Missouri,US,34
Missouri,US,38
Missouri,US,233
Missouri,US,50
Missouri,US,1389
Missouri,US,585
Missouri,US,750
Missouri,US,153
Missouri,US,1350
Missouri,US,16
Missouri,US,193
Missouri,US,146
Missouri,US,186
Missouri,US,44
Missouri,US,162
Missouri,US,76
Missouri,US,109
Missouri,US,68
Missouri,US,59
Missouri,US,42
Missouri,US,135
Missouri,US,80
Missouri,US,17
Missouri,US,129
Missouri,US,65
Missouri,US,61
Missouri,US,52
Missouri,US,63
Missouri,US,125
Missouri,US,93
Missouri,US,223
Missouri,US,51
Missouri,US,41
Missouri,US,52
Missouri,US,0
Missouri,US,66
Missouri,US,87
Missouri,US,51
Missouri,US,191
Missouri,US,263
Missouri,US,65
Missouri,US,108
Missouri,US,121
Missouri,US,132
Missouri,US,26
Missouri,US,30
Missouri,US,116
Missouri,US,102
Missouri,US,27
Missouri,US,68
Missouri,US,118
Missouri,US,26
Missouri,US,20
Missouri,US,172
Missouri,US,43
Missouri,US,18
Missouri,US,1050
Missouri,US,45
Missouri,US,330
Missouri,US,3746
Missouri,US,869
Missouri,US,42
Missouri,US,152
Missouri,US,132
Missouri,US,29
Missouri,US,252
Missouri,US,113
Missouri,US,0
Missouri,US,116
Missouri,US,116
Missouri,US,154
Missouri,US,58
Missouri,US,165
Missouri,US,5
Missouri,US,95
Montana,US,32
Montana,US,103
Montana,US,34
Montana,US,22
Montana,US,30
Montana,US,5
Montana,US,375
Montana,US,15
Montana,US,53
Montana,US,9
Montana,US,60
Montana,US,30
Montana,US,12
Montana,US,61
Montana,US,303
Montana,US,134
Montana,US,3
Montana,US,77
Montana,US,5
Montana,US,10
Montana,US,77
Montana,US,26
Montana,US,1
Montana,US,107
Montana,US,202
Montana,US,4
Montana,US,96
Montana,US,23
Montana,US,9
Montana,US,12
Montana,US,17
Montana,US,224
Montana,US,31
Montana,US,0
Montana,US,39
Montana,US,1
Montana,US,30
Montana,US,11
Montana,US,10
Montana,US,32
Montana,US,4
Montana,US,173
Montana,US,39
Montana,US,76
Montana,US,63
Montana,US,53
Montana,US,13
Montana,US,139
Montana,US,32
Montana,US,13
Montana,US,27
Montana,US,25
Montana,US,1
Montana,US,0
Montana,US,42
Montana,US,14
Montana,US,8
Montana,US,605
Nebraska,US,92
Nebraska,US,20
Nebraska,US,1
Nebraska,US,2
Nebraska,US,4
Nebraska,US,15
Nebraska,US,26
Nebraska,US,13
Nebraska,US,7
Nebraska,US,149
Nebraska,US,26
Nebraska,US,20
Nebraska,US,55
Nebraska,US,28
Nebraska,US,11
Nebraska,US,14
Nebraska,US,30
Nebraska,US,33
Nebraska,US,32
Nebraska,US,27
Nebraska,US,39
Nebraska,US,87
Nebraska,US,26
Nebraska,US,90
Nebraska,US,4
Nebraska,US,19
Nebraska,US,162
Nebraska,US,1296
Nebraska,US,6
Nebraska,US,19
Nebraska,US,14
Nebraska,US,4
Nebraska,US,18
Nebraska,US,62
Nebraska,US,5
Nebraska,US,11
Nebraska,US,9
Nebraska,US,6
Nebraska,US,7
Nebraska,US,192
Nebraska,US,28
Nebraska,US,7
Nebraska,US,0
Nebraska,US,14
Nebraska,US,26
Nebraska,US,5
Nebraska,US,26
Nebraska,US,15
Nebraska,US,19
Nebraska,US,13
Nebraska,US,31
Nebraska,US,0
Nebraska,US,16
Nebraska,US,19
Nebraska,US,481
Nebraska,US,147
Nebraska,US,0
Nebraska,US,0
Nebraska,US,86
Nebraska,US,1
Nebraska,US,27
Nebraska,US,36
Nebraska,US,18
Nebraska,US,31
Nebraska,US,19
Nebraska,US,29
Nebraska,US,0
Nebraska,US,8
Nebraska,US,13
Nebraska,US,27
Nebraska,US,29
Nebraska,US,89
Nebraska,US,27
Nebraska,US,28
Nebraska,US,35
Nebraska,US,3
Nebraska,US,19
Nebraska,US,338
Nebraska,US,58
Nebraska,US,156
Nebraska,US,57
Nebraska,US,41
Nebraska,US,9
Nebraska,US,1
Nebraska,US,13
Nebraska,US,13
Nebraska,US,1
Nebraska,US,37
Nebraska,US,21
Nebraska,US,12
Nebraska,US,54
Nebraska,US,19
Nebraska,US,15
Nebraska,US,2
Nebraska,US,36
Nevada,US,238
Nevada,US,123
Nevada,US,9313
Nevada,US,98
Nevada,US,152
Nevada,US,5
Nevada,US,2
Nevada,US,67
Nevada,US,22
Nevada,US,11
Nevada,US,185
Nevada,US,20
Nevada,US,305
Nevada,US,0
Nevada,US,32
Nevada,US,14
Nevada,US,0
Nevada,US,1309
Nevada,US,26
New Hampshire,US,217
New Hampshire,US,76
New Hampshire,US,134
New Hampshire,US,134
New Hampshire,US,103
New Hampshire,US,1042
New Hampshire,US,308
New Hampshire,US,0
New Hampshire,US,655
New Hampshire,US,249
New Hampshire,US,84
New Hampshire,US,1
New Jersey,US,1083
New Jersey,US,3733
New Jersey,US,1377
New Jersey,US,1974
New Jersey,US,332
New Jersey,US,664
New Jersey,US,3771
New Jersey,US,1051
New Jersey,US,2855
New Jersey,US,307
New Jersey,US,1348
New Jersey,US,3040
New Jersey,US,2384
New Jersey,US,1678
New Jersey,US,3282
New Jersey,US,0
New Jersey,US,2460
New Jersey,US,262
New Jersey,US,1030
New Jersey,US,519
New Jersey,US,0
New Jersey,US,2498
New Jersey,US,367
New Mexico,US,2251
New Mexico,US,23
New Mexico,US,362
New Mexico,US,213
New Mexico,US,71
New Mexico,US,235
New Mexico,US,6
New Mexico,US,937
New Mexico,US,327
New Mexico,US,115
New Mexico,US,18
New Mexico,US,4
New Mexico,US,17
New Mexico,US,410
New Mexico,US,75
New Mexico,US,25
New Mexico,US,152
New Mexico,US,656
New Mexico,US,22
New Mexico,US,228
New Mexico,US,0
New Mexico,US,70
New Mexico,US,167
New Mexico,US,110
New Mexico,US,863
New Mexico,US,85
New Mexico,US,516
New Mexico,US,400
New Mexico,US,87
New Mexico,US,102
New Mexico,US,108
New Mexico,US,61
New Mexico,US,0
New Mexico,US,20
New Mexico,US,325
New York,US,617
New York,US,164
New York,US,8529
New York,US,604
New York,US,252
New York,US,182
New York,US,340
New York,US,265
New York,US,141
New York,US,132
New York,US,175
New York,US,135
New York,US,93
New York,US,739
New York,US,2922
New York,US,84
New York,US,58
New York,US,186
New York,US,208
New York,US,155
New York,US,5
New York,US,214
New York,US,160
New York,US,14205
New York,US,58
New York,US,141
New York,US,146
New York,US,1854
New York,US,238
New York,US,4337
New York,US,6168
New York,US,637
New York,US,881
New York,US,1207
New York,US,222
New York,US,1255
New York,US,131
New York,US,238
New York,US,108
New York,US,563
New York,US,149
New York,US,13415
New York,US,316
New York,US,2708
New York,US,978
New York,US,417
New York,US,379
New York,US,44
New York,US,32
New York,US,95
New York,US,223
New York,US,278
New York,US,4963
New York,US,154
New York,US,95
New York,US,102
New York,US,420
New York,US,2
New York,US,157
New York,US,137
New York,US,203
New York,US,3002
New York,US,96
New York,US,43
North Carolina,US,572
North Carolina,US,159
North Carolina,US,21
North Carolina,US,113
North Carolina,US,95
North Carolina,US,48
North Carolina,US,187
North Carolina,US,78
North Carolina,US,149
North Carolina,US,378
North Carolina,US,701
North Carolina,US,366
North Carolina,US,567
North Carolina,US,357
North Carolina,US,10
North Carolina,US,164
North Carolina,US,61
North Carolina,US,678
North Carolina,US,131
North Carolina,US,137
North Carolina,US,66
North Carolina,US,51
North Carolina,US,453
North Carolina,US,294
North Carolina,US,263
North Carolina,US,740
North Carolina,US,40
North Carolina,US,33
North Carolina,US,500
North Carolina,US,124
North Carolina,US,263
North Carolina,US,395
North Carolina,US,178
North Carolina,US,969
North Carolina,US,96
North Carolina,US,970
North Carolina,US,22
North Carolina,US,31
North Carolina,US,129
North Carolina,US,78
North Carolina,US,1459
North Carolina,US,206
North Carolina,US,377
North Carolina,US,262
North Carolina,US,374
North Carolina,US,101
North Carolina,US,140
North Carolina,US,15
North Carolina,US,551
North Carolina,US,109
North Carolina,US,501
North Carolina,US,49
North Carolina,US,177
North Carolina,US,248
North Carolina,US,205
North Carolina,US,138
North Carolina,US,90
North Carolina,US,100
North Carolina,US,196
North Carolina,US,1892
North Carolina,US,43
North Carolina,US,148
North Carolina,US,381
North Carolina,US,372
North Carolina,US,467
North Carolina,US,97
North Carolina,US,431
North Carolina,US,158
North Carolina,US,0
North Carolina,US,37
North Carolina,US,135
North Carolina,US,154
North Carolina,US,26
North Carolina,US,120
North Carolina,US,287
North Carolina,US,72
North Carolina,US,513
North Carolina,US,212
North Carolina,US,598
North Carolina,US,329
North Carolina,US,636
North Carolina,US,433
North Carolina,US,211
North Carolina,US,148
North Carolina,US,291
North Carolina,US,205
North Carolina,US,421
North Carolina,US,53
North Carolina,US,87
North Carolina,US,10
North Carolina,US,0
North Carolina,US,531
North Carolina,US,137
North Carolina,US,1311
North Carolina,US,52
North Carolina,US,57
North Carolina,US,78
North Carolina,US,452
North Carolina,US,308
North Carolina,US,360
North Carolina,US,144
North Carolina,US,70
North Dakota,US,10
North Dakota,US,47
North Dakota,US,23
North Dakota,US,1
North Dakota,US,26
North Dakota,US,9
North Dakota,US,3
North Dakota,US,303
North Dakota,US,333
North Dakota,US,7
North Dakota,US,39
North Dakota,US,4
North Dakota,US,8
North Dakota,US,6
North Dakota,US,18
North Dakota,US,23
North Dakota,US,4
North Dakota,US,125
North Dakota,US,11
North Dakota,US,2
North Dakota,US,8
North Dakota,US,13
North Dakota,US,20
North Dakota,US,12
North Dakota,US,31
North Dakota,US,9
North Dakota,US,25
North Dakota,US,49
North Dakota,US,24
North Dakota,US,142
North Dakota,US,37
North Dakota,US,18
North Dakota,US,5
North Dakota,US,0
North Dakota,US,16
North Dakota,US,32
North Dakota,US,57
North Dakota,US,28
North Dakota,US,15
North Dakota,US,23
North Dakota,US,43
North Dakota,US,9
North Dakota,US,7
North Dakota,US,19
North Dakota,US,0
North Dakota,US,86
North Dakota,US,2
North Dakota,US,97
North Dakota,US,12
North Dakota,US,26
North Dakota,US,238
North Dakota,US,34
North Dakota,US,251
North Dakota,US,12
North Dakota,US,68
Northern Mariana Islands,US,41
Ohio,US,165
Ohio,US,510
Ohio,US,236
Ohio,US,472
Ohio,US,158
Ohio,US,203
Ohio,US,344
Ohio,US,198
Ohio,US,1254
Ohio,US,136
Ohio,US,159
Ohio,US,624
Ohio,US,619
Ohio,US,184
Ohio,US,512
Ohio,US,169
Ohio,US,230
Ohio,US,4130
Ohio,US,249
Ohio,US,176
Ohio,US,304
Ohio,US,294
Ohio,US,463
Ohio,US,134
Ohio,US,2832
Ohio,US,185
Ohio,US,141
Ohio,US,294
Ohio,US,544
Ohio,US,166
Ohio,US,2240
Ohio,US,296
Ohio,US,167
Ohio,US,82
Ohio,US,114
Ohio,US,190
Ohio,US,132
Ohio,US,191
Ohio,US,232
Ohio,US,150
Ohio,US,345
Ohio,US,250
Ohio,US,826
Ohio,US,290
Ohio,US,523
Ohio,US,180
Ohio,US,1064
Ohio,US,1523
Ohio,US,145
Ohio,US,1189
Ohio,US,287
Ohio,US,541
Ohio,US,106
Ohio,US,147
Ohio,US,519
Ohio,US,85
Ohio,US,2215
Ohio,US,62
Ohio,US,113
Ohio,US,324
Ohio,US,61
Ohio,US,154
Ohio,US,0
Ohio,US,78
Ohio,US,134
Ohio,US,243
Ohio,US,138
Ohio,US,489
Ohio,US,208
Ohio,US,166
Ohio,US,548
Ohio,US,327
Ohio,US,263
Ohio,US,282
Ohio,US,250
Ohio,US,203
Ohio,US,1827
Ohio,US,1859
Ohio,US,1018
Ohio,US,543
Ohio,US,2
Ohio,US,117
Ohio,US,162
Ohio,US,60
Ohio,US,647
Ohio,US,247
Ohio,US,476
Ohio,US,175
Ohio,US,395
Ohio,US,111
Oklahoma,US,79
Oklahoma,US,17
Oklahoma,US,58
Oklahoma,US,11
Oklahoma,US,109
Oklahoma,US,51
Oklahoma,US,149
Oklahoma,US,191
Oklahoma,US,434
Oklahoma,US,266
Oklahoma,US,167
Oklahoma,US,73
Oklahoma,US,9
Oklahoma,US,909
Oklahoma,US,26
Oklahoma,US,432
Oklahoma,US,35
Oklahoma,US,63
Oklahoma,US,362
Oklahoma,US,181
Oklahoma,US,222
Oklahoma,US,35
Oklahoma,US,12
Oklahoma,US,318
Oklahoma,US,157
Oklahoma,US,267
Oklahoma,US,17
Oklahoma,US,43
Oklahoma,US,15
Oklahoma,US,13
Oklahoma,US,42
Oklahoma,US,67
Oklahoma,US,116
Oklahoma,US,29
Oklahoma,US,60
Oklahoma,US,236
Oklahoma,US,74
Oklahoma,US,59
Oklahoma,US,42
Oklahoma,US,120
Oklahoma,US,152
Oklahoma,US,179
Oklahoma,US,46
Oklahoma,US,44
Oklahoma,US,48
Oklahoma,US,178
Oklahoma,US,145
Oklahoma,US,176
Oklahoma,US,133
Oklahoma,US,88
Oklahoma,US,384
Oklahoma,US,48
Oklahoma,US,46
Oklahoma,US,66
Oklahoma,US,2735
Oklahoma,US,212
Oklahoma,US,186
Oklahoma,US,136
Oklahoma,US,0
Oklahoma,US,88
Oklahoma,US,194
Oklahoma,US,234
Oklahoma,US,171
Oklahoma,US,317
Oklahoma,US,48
Oklahoma,US,16
Oklahoma,US,415
Oklahoma,US,144
Oklahoma,US,117
Oklahoma,US,217
Oklahoma,US,58
Oklahoma,US,38
Oklahoma,US,2396
Oklahoma,US,2164
Oklahoma,US,304
Oklahoma,US,291
Oklahoma,US,59
Oklahoma,US,46
Oklahoma,US,87
Oregon,US,64
Oregon,US,93
Oregon,US,811
Oregon,US,63
Oregon,US,123
Oregon,US,198
Oregon,US,98
Oregon,US,70
Oregon,US,389
Oregon,US,472
Oregon,US,6
Oregon,US,26
Oregon,US,42
Oregon,US,49
Oregon,US,637
Oregon,US,105
Oregon,US,412
Oregon,US,255
Oregon,US,34
Oregon,US,713
Oregon,US,113
Oregon,US,335
Oregon,US,126
Oregon,US,854
Oregon,US,37
Oregon,US,1480
Oregon,US,0
Oregon,US,169
Oregon,US,6
Oregon,US,79
Oregon,US,252
Oregon,US,0
Oregon,US,95
Oregon,US,23
Oregon,US,77
Oregon,US,783
Oregon,US,3
Oregon,US,281
Pennsylvania,US,424
Pennsylvania,US,3838
Pennsylvania,US,386
Pennsylvania,US,848
Pennsylvania,US,289
Pennsylvania,US,1778
Pennsylvania,US,689
Pennsylvania,US,234
Pennsylvania,US,2167
Pennsylvania,US,835
Pennsylvania,US,815
Pennsylvania,US,22
Pennsylvania,US,346
Pennsylvania,US,397
Pennsylvania,US,1336
Pennsylvania,US,223
Pennsylvania,US,399
Pennsylvania,US,142
Pennsylvania,US,277
Pennsylvania,US,363
Pennsylvania,US,974
Pennsylvania,US,1080
Pennsylvania,US,2086
Pennsylvania,US,121
Pennsylvania,US,899
Pennsylvania,US,759
Pennsylvania,US,35
Pennsylvania,US,801
Pennsylvania,US,73
Pennsylvania,US,120
Pennsylvania,US,280
Pennsylvania,US,396
Pennsylvania,US,266
Pennsylvania,US,193
Pennsylvania,US,908
Pennsylvania,US,2090
Pennsylvania,US,465
Pennsylvania,US,574
Pennsylvania,US,1396
Pennsylvania,US,1586
Pennsylvania,US,590
Pennsylvania,US,175
Pennsylvania,US,546
Pennsylvania,US,304
Pennsylvania,US,596
Pennsylvania,US,2657
Pennsylvania,US,98
Pennsylvania,US,1250
Pennsylvania,US,591
Pennsylvania,US,0
Pennsylvania,US,198
Pennsylvania,US,5549
Pennsylvania,US,112
Pennsylvania,US,104
Pennsylvania,US,759
Pennsylvania,US,169
Pennsylvania,US,443
Pennsylvania,US,38
Pennsylvania,US,135
Pennsylvania,US,221
Pennsylvania,US,0
Pennsylvania,US,159
Pennsylvania,US,272
Pennsylvania,US,242
Pennsylvania,US,730
Pennsylvania,US,204
Pennsylvania,US,1557
Pennsylvania,US,121
Pennsylvania,US,1668
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,5823
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Puerto Rico,US,0
Rhode Island,US,193
Rhode Island,US,572
Rhode Island,US,106
Rhode Island,US,0
Rhode Island,US,2724
Rhode Island,US,3
Rhode Island,US,272
South Carolina,US,78
South Carolina,US,457
South Carolina,US,24
South Carolina,US,1112
South Carolina,US,80
South Carolina,US,106
South Carolina,US,436
South Carolina,US,494
South Carolina,US,63
South Carolina,US,1051
South Carolina,US,334
South Carolina,US,162
South Carolina,US,211
South Carolina,US,169
South Carolina,US,233
South Carolina,US,347
South Carolina,US,156
South Carolina,US,563
South Carolina,US,79
South Carolina,US,116
South Carolina,US,696
South Carolina,US,243
South Carolina,US,2154
South Carolina,US,334
South Carolina,US,95
South Carolina,US,1286
South Carolina,US,101
South Carolina,US,285
South Carolina,US,309
South Carolina,US,321
South Carolina,US,100
South Carolina,US,975
South Carolina,US,172
South Carolina,US,117
South Carolina,US,43
South Carolina,US,225
South Carolina,US,392
South Carolina,US,459
South Carolina,US,0
South Carolina,US,689
South Carolina,US,1050
South Carolina,US,86
South Carolina,US,1663
South Carolina,US,437
South Carolina,US,0
South Carolina,US,169
South Carolina,US,158
South Carolina,US,770
South Dakota,US,18
South Dakota,US,64
South Dakota,US,16
South Dakota,US,42
South Dakota,US,67
South Dakota,US,135
South Dakota,US,27
South Dakota,US,18
South Dakota,US,49
South Dakota,US,7
South Dakota,US,38
South Dakota,US,12
South Dakota,US,28
South Dakota,US,107
South Dakota,US,18
South Dakota,US,29
South Dakota,US,88
South Dakota,US,40
South Dakota,US,12
South Dakota,US,46
South Dakota,US,16
South Dakota,US,17
South Dakota,US,44
South Dakota,US,17
South Dakota,US,53
South Dakota,US,34
South Dakota,US,12
South Dakota,US,41
South Dakota,US,13
South Dakota,US,6
South Dakota,US,3
South Dakota,US,63
South Dakota,US,39
South Dakota,US,9
South Dakota,US,21
South Dakota,US,20
South Dakota,US,2
South Dakota,US,27
South Dakota,US,30
South Dakota,US,88
South Dakota,US,116
South Dakota,US,14
South Dakota,US,15
South Dakota,US,32
South Dakota,US,16
South Dakota,US,68
South Dakota,US,8
South Dakota,US,15
South Dakota,US,565
South Dakota,US,30
South Dakota,US,62
South Dakota,US,0
South Dakota,US,378
South Dakota,US,19
South Dakota,US,10
South Dakota,US,57
South Dakota,US,8
South Dakota,US,39
South Dakota,US,9
South Dakota,US,3
South Dakota,US,53
South Dakota,US,29
South Dakota,US,70
South Dakota,US,0
South Dakota,US,55
South Dakota,US,28
South Dakota,US,64
South Dakota,US,11
Tennessee,US,387
Tennessee,US,251
Tennessee,US,102
Tennessee,US,63
Tennessee,US,534
Tennessee,US,458
Tennessee,US,188
Tennessee,US,76
Tennessee,US,172
Tennessee,US,373
Tennessee,US,143
Tennessee,US,102
Tennessee,US,213
Tennessee,US,58
Tennessee,US,245
Tennessee,US,297
Tennessee,US,89
Tennessee,US,350
Tennessee,US,1844
Tennessee,US,113
Tennessee,US,73
Tennessee,US,269
Tennessee,US,223
Tennessee,US,202
Tennessee,US,144
Tennessee,US,206
Tennessee,US,295
Tennessee,US,213
Tennessee,US,122
Tennessee,US,417
Tennessee,US,81
Tennessee,US,386
Tennessee,US,1281
Tennessee,US,43
Tennessee,US,140
Tennessee,US,174
Tennessee,US,376
Tennessee,US,109
Tennessee,US,183
Tennessee,US,179
Tennessee,US,123
Tennessee,US,65
Tennessee,US,86
Tennessee,US,68
Tennessee,US,309
Tennessee,US,111
Tennessee,US,1601
Tennessee,US,47
Tennessee,US,114
Tennessee,US,230
Tennessee,US,69
Tennessee,US,187
Tennessee,US,227
Tennessee,US,160
Tennessee,US,480
Tennessee,US,141
Tennessee,US,137
Tennessee,US,383
Tennessee,US,288
Tennessee,US,144
Tennessee,US,63
Tennessee,US,277
Tennessee,US,638
Tennessee,US,41
Tennessee,US,96
Tennessee,US,217
Tennessee,US,292
Tennessee,US,134
Tennessee,US,60
Tennessee,US,39
Tennessee,US,90
Tennessee,US,323
Tennessee,US,172
Tennessee,US,271
Tennessee,US,333
Tennessee,US,986
Tennessee,US,140
Tennessee,US,74
Tennessee,US,450
Tennessee,US,3677
Tennessee,US,99
Tennessee,US,71
Tennessee,US,817
Tennessee,US,810
Tennessee,US,264
Tennessee,US,48
Tennessee,US,257
Tennessee,US,106
Tennessee,US,84
Tennessee,US,50
Tennessee,US,192
Tennessee,US,551
Tennessee,US,88
Tennessee,US,180
Tennessee,US,145
Tennessee,US,449
Tennessee,US,535
Texas,US,256
Texas,US,74
Texas,US,504
Texas,US,98
Texas,US,30
Texas,US,10
Texas,US,240
Texas,US,84
Texas,US,39
Texas,US,80
Texas,US,254
Texas,US,33
Texas,US,155
Texas,US,945
Texas,US,6512
Texas,US,35
Texas,US,2
Texas,US,76
Texas,US,456
Texas,US,1039
Texas,US,448
Texas,US,34
Texas,US,8
Texas,US,55
Texas,US,238
Texas,US,68
Texas,US,180
Texas,US,186
Texas,US,54
Texas,US,80
Texas,US,2120
Texas,US,78
Texas,US,38
Texas,US,204
Texas,US,48
Texas,US,74
Texas,US,261
Texas,US,35
Texas,US,44
Texas,US,25
Texas,US,21
Texas,US,77
Texas,US,1621
Texas,US,17
Texas,US,68
Texas,US,583
Texas,US,83
Texas,US,14
Texas,US,146
Texas,US,235
Texas,US,9
Texas,US,25
Texas,US,20
Texas,US,46
Texas,US,14
Texas,US,44
Texas,US,7133
Texas,US,101
Texas,US,112
Texas,US,118
Texas,US,27
Texas,US,1447
Texas,US,16
Texas,US,52
Texas,US,26
Texas,US,74
Texas,US,120
Texas,US,734
Texas,US,12
Texas,US,3895
Texas,US,616
Texas,US,132
Texas,US,70
Texas,US,193
Texas,US,118
Texas,US,27
Texas,US,50
Texas,US,12
Texas,US,1247
Texas,US,46
Texas,US,87
Texas,US,95
Texas,US,85
Texas,US,901
Texas,US,30
Texas,US,120
Texas,US,3
Texas,US,34
Texas,US,106
Texas,US,133
Texas,US,684
Texas,US,724
Texas,US,128
Texas,US,429
Texas,US,251
Texas,US,24
Texas,US,36
Texas,US,31
Texas,US,21
Texas,US,261
Texas,US,11623
Texas,US,238
Texas,US,3
Texas,US,40
Texas,US,570
Texas,US,9
Texas,US,446
Texas,US,4032
Texas,US,204
Texas,US,169
Texas,US,299
Texas,US,193
Texas,US,121
Texas,US,193
Texas,US,18
Texas,US,375
Texas,US,149
Texas,US,3
Texas,US,32
Texas,US,63
Texas,US,202
Texas,US,10
Texas,US,880
Texas,US,23
Texas,US,225
Texas,US,782
Texas,US,97
Texas,US,75
Texas,US,559
Texas,US,134
Texas,US,2
Texas,US,4
Texas,US,204
Texas,US,16
Texas,US,0
Texas,US,14
Texas,US,155
Texas,US,25
Texas,US,50
Texas,US,281
Texas,US,127
Texas,US,96
Texas,US,124
Texas,US,63
Texas,US,95
Texas,US,417
Texas,US,137
Texas,US,17
Texas,US,43
Texas,US,102
Texas,US,1
Texas,US,1394
Texas,US,41
Texas,US,59
Texas,US,62
Texas,US,26
Texas,US,13
Texas,US,185
Texas,US,479
Texas,US,51
Texas,US,971
Texas,US,10
Texas,US,213
Texas,US,13
Texas,US,516
Texas,US,109
Texas,US,39
Texas,US,52
Texas,US,136
Texas,US,1383
Texas,US,115
Texas,US,76
Texas,US,13
Texas,US,280
Texas,US,233
Texas,US,64
Texas,US,108
Texas,US,1586
Texas,US,50
Texas,US,6
Texas,US,381
Texas,US,0
Texas,US,158
Texas,US,138
Texas,US,491
Texas,US,54
Texas,US,72
Texas,US,265
Texas,US,788
Texas,US,42
Texas,US,62
Texas,US,513
Texas,US,16
Texas,US,25
Texas,US,74
Texas,US,77
Texas,US,40
Texas,US,2
Texas,US,79
Texas,US,285
Texas,US,72
Texas,US,244
Texas,US,94
Texas,US,47
Texas,US,110
Texas,US,363
Texas,US,40
Texas,US,9
Texas,US,108
Texas,US,12
Texas,US,139
Texas,US,16
Texas,US,1019
Texas,US,37
Texas,US,390
Texas,US,53
Texas,US,9
Texas,US,7
Texas,US,14
Texas,US,34
Texas,US,6387
Texas,US,773
Texas,US,3
Texas,US,87
Texas,US,10
Texas,US,137
Texas,US,485
Texas,US,1846
Texas,US,81
Texas,US,91
Texas,US,35
Texas,US,196
Texas,US,19
Texas,US,152
